conjunto,x1,x2,target,x0
normal1,0.9832855105423908,0.012513214308942477,0,1
normal1,0.7193170751549428,0.32063796861125116,0,1
normal1,-1.340890876854825,1.3588711174314878,0,1
normal1,0.0050255082747076435,0.127149624582027,0,1
normal1,1.162704924328082,1.38663785042235,0,1
normal1,-2.0055765756418342,0.9650031199224579,0,1
normal1,-0.5240280113951854,0.27430227540999524,0,1
normal1,-0.11252852006200054,-2.3036788530863284,0,1
normal1,0.2522328993760356,-0.9374311374271325,0,1
normal1,0.6094342420881808,-0.16247493312618835,0,1
normal1,-2.458781506371739,-0.33860964058635723,0,1
normal1,-1.7277209268223312,-1.104505097093176,0,1
normal1,0.2622776508191005,0.9564341654710788,0,1
normal1,-0.33037002174604263,-0.1386619342093814,0,1
normal1,0.5869960024814732,-0.3757490838493232,0,1
normal1,-1.6410377441046096,1.4539865975505972,0,1
normal1,-0.5449225257171597,0.3173797971483459,0,1
normal1,2.334090648594113,-1.0721901857250606,0,1
normal1,-0.7501868179695705,0.46459723772700895,0,1
normal1,-0.4651743117875008,-1.2840730513542953,0,1
normal1,1.0068074582152544,-0.8427174540804517,0,1
normal1,0.27023516883105547,-0.10730845813260166,0,1
normal1,0.1892599134611741,-1.5878319197986406,0,1
normal1,0.18204020082032135,-1.0804364415032697,0,1
normal1,1.3655472935109247,0.28294752487036023,0,1
normal1,1.3464407688651163,-1.5749977421273034,0,1
normal1,-1.552318480832609,-0.10122875384512475,0,1
normal1,-0.8404631912636176,-0.574813158655525,0,1
normal1,0.775679698530641,-1.1956313023448708,0,1
normal1,-1.4464459768469842,0.7252251697340901,0,1
normal1,0.2291387564902681,0.9677964556984155,0,1
normal1,0.10547361676296801,-0.40560518364434134,0,1
normal1,-0.29797709445041665,1.2524260296382388,0,1
normal1,-0.531476874068968,0.9894949421659122,0,1
normal1,-1.1793119298565617,0.24370824607695923,0,1
normal1,-0.027933398273678023,1.1648265099648212,0,1
normal1,-0.6131658850047482,0.3462476341316899,0,1
normal1,-0.16054890558458104,-0.2677831338869624,0,1
normal1,0.23751545448850894,-0.2924274243281387,0,1
normal1,-0.5815968586376894,-1.2405919631977258,0,1
normal1,1.1128075562191295,-0.0904602276438794,0,1
normal1,-0.12300348606711545,-0.48312677536848425,0,1
normal1,1.1403306700395952,-1.051400102588928,0,1
normal1,-1.74795484375599,2.008787087589914,0,1
normal1,-1.2781713942645272,0.8140801604121458,0,1
normal1,1.4828408596044143,-0.46244026892048384,0,1
normal1,1.0056339604277118,0.3078169560906933,0,1
normal1,0.6513758287914295,-0.15689495330800654,0,1
normal1,-1.551348181422711,-0.20040896833273691,0,1
normal1,0.044317342148137595,-0.10008211676065767,0,1
normal1,-0.38509746748232443,0.05366306925443845,0,1
normal1,0.11964553416636588,0.07020110351117366,0,1
normal1,-0.19811946089077714,-0.2723732710630482,0,1
normal1,-0.7094045741253525,1.6610841171424984,0,1
normal1,-0.38343182426594247,-0.7744786423026984,0,1
normal1,-1.6056546976489994,1.0209494374076478,0,1
normal1,1.7444856839916112,-0.9380328612999065,0,1
normal1,-0.5335669814925076,0.47901373568051525,0,1
normal1,-0.46542673128550943,-0.2509048882136135,0,1
normal1,-0.4658763752926455,-0.09185460676195742,0,1
normal1,-1.0697444442880828,-0.41218957158879826,0,1
normal1,0.7415187487568021,-0.12853099386195177,0,1
normal1,-0.2695022487589308,-0.8466343667314625,0,1
normal1,0.36383815246959617,-1.4003861624108151,0,1
normal1,1.0094399956325582,-0.8469568637297035,0,1
normal1,0.22509983217867796,0.7508268606432071,0,1
normal1,0.15641154092457554,0.9327336499599407,0,1
normal1,-0.2747964858290522,-0.18299047211591865,0,1
normal1,-0.7631436894073541,0.8342704231282486,0,1
normal1,-2.6649767510882665,0.8858740842368166,0,1
normal1,0.1576764836067523,-0.6928144441029569,0,1
normal1,2.18577134551504,-1.8138264703515445,0,1
normal1,-0.35822398750043394,1.3837662359975482,0,1
normal1,0.9053867140822743,-0.3229850394770223,0,1
normal1,0.424388743434651,-0.7672771363319821,0,1
normal1,-0.6627035360230179,1.1136381830796687,0,1
normal1,-0.010494401697086403,-0.5037357185336039,0,1
normal1,1.2243415757469411,-0.8900035235771591,0,1
normal1,-0.10423346486004385,0.20979337365451928,0,1
normal1,0.48553828464235815,0.24497138816546934,0,1
normal1,-0.9575137238757904,-0.947529861032914,0,1
normal1,-0.4999734806908579,0.1673517492204637,0,1
normal1,0.20568418345004877,-0.4363178239494995,0,1
normal1,0.28788474682178844,1.4039776680622786,0,1
normal1,-0.13894898604653758,-0.5208429135027897,0,1
normal1,0.22448018517137047,0.7991434037083414,0,1
normal1,-0.50412966207204,1.3956512364263376,0,1
normal1,-0.8360488118296825,-0.08229235919196637,0,1
normal1,0.5086153562198978,-0.05591470971166784,0,1
normal1,-0.12071044163815736,1.869082721641338,0,1
normal1,-1.7453516329656686,-0.02455247692368645,0,1
normal1,0.7137777644041257,1.6636291609883949,0,1
normal1,-0.4931535122258379,-0.07965801763374694,0,1
normal1,0.03515798849839402,-1.052407237583004,0,1
normal1,-0.8628756528182175,1.493843519478752,0,1
normal1,0.2976965256287938,-0.741983577040348,0,1
normal1,-2.1138511326824827,1.6747207442939276,0,1
normal1,-1.8475913128436057,0.8069681599290933,0,1
normal1,-0.03792719531413338,-0.4461721926383887,0,1
normal1,1.011348464187229,-0.7664646850947043,0,1
normal1,0.157234102208697,-1.0732261601489081,0,1
normal1,-0.622778996202811,-0.17784336030695547,0,1
normal1,0.6819259507236151,0.25464308341217756,0,1
normal1,1.0013744369735806,0.3994129970221502,0,1
normal1,0.7439870839678652,-0.9042646239610429,0,1
normal1,0.1759763409467311,0.0979860338284516,0,1
normal1,1.1725167663749227,-0.1869776538126265,0,1
normal1,1.402514749365223,-1.4864454288802558,0,1
normal1,0.9892840890052145,0.33071243748169155,0,1
normal1,-0.8764875851014791,0.7152612337752802,0,1
normal1,0.8107292793800427,-0.18580089183812293,0,1
normal1,-1.0050946847377076,0.047930410545226565,0,1
normal1,0.18888295514121767,-2.6133720963027507,0,1
normal1,0.5061076954718423,0.40987154821494964,0,1
normal1,-0.9786519189951706,-0.07901225194780442,0,1
normal1,-0.6733813259556116,-0.15176840181267154,0,1
normal1,-0.056421156555562034,0.1266153808609207,0,1
normal1,0.7816908665782866,-0.3280444925212721,0,1
normal1,-0.05178830404761692,-1.5235194027898675,0,1
normal1,1.8896504585290121,0.11580735970723488,0,1
normal1,0.21971245403932996,0.4234823375543333,0,1
normal1,1.538958807153786,-0.10211536349601047,0,1
normal1,-0.27282151121270526,-1.1224919277333718,0,1
normal1,0.31713406047695764,-0.12643062783210057,0,1
normal1,-1.334495737869171,1.8591669373388426,0,1
normal1,-1.0274170601701298,-2.1566274138961985,0,1
normal1,-0.17883211736461402,0.22886938525224226,0,1
normal1,0.1543585797104713,0.28939073215605227,0,1
normal1,0.6830596548872131,-0.9829249050233578,0,1
normal1,0.8459669244557695,0.7224576962991993,0,1
normal1,-1.4961690617892716,1.0058664191172042,0,1
normal1,-0.34293237933825405,0.43909558041822083,0,1
normal1,-0.269971319183221,-0.19855380334692488,0,1
normal1,0.8570783077934967,0.12529232814435715,0,1
normal1,2.289656175177873,-1.2666723330299297,0,1
normal1,-0.6330594354252803,1.3264740987014652,0,1
normal1,1.648946193752791,-0.8809566206600088,0,1
normal1,-1.2903383252286285,-0.008711641454960839,0,1
normal1,-2.442904970301929,0.8637594084938387,0,1
normal1,1.3288941342717253,-1.1720021812326582,0,1
normal1,-0.4282947821201376,0.787231342704818,0,1
normal1,0.3915891018418727,-0.06255027142020411,0,1
normal1,1.3268985413048093,-1.3961350191578257,0,1
normal1,1.2632885496150419,-1.3601927833160967,0,1
normal1,1.2419538175125364,-1.531988205278107,0,1
normal1,0.8331180057574565,-0.08643906471120066,0,1
normal1,1.6893656651403917,-0.842469276320073,0,1
normal1,-1.194292232959521,-0.0027854307865631256,0,1
normal1,-1.5444340126583929,2.0930613737617154,0,1
normal1,0.9630782400785187,-1.2661239353039693,0,1
normal1,-0.6537165865597133,0.7106871203630453,0,1
normal1,-0.18708542121476784,1.144934813365437,0,1
normal1,-0.5832268272792611,-0.007835082132246096,0,1
normal1,0.7867273226034008,-0.9598321960963556,0,1
normal1,-0.5964426862158341,-0.8033406699966739,0,1
normal1,0.18409969104659185,-0.3015592756735798,0,1
normal1,-0.32179035873325207,0.6533361169341052,0,1
normal1,0.18339396748711048,-0.4616888807924746,0,1
normal1,-0.25328794717339553,1.4388795962087346,0,1
normal1,0.7423435652943979,0.09355048809919891,0,1
normal1,-1.1668114976165642,0.6565382464771337,0,1
normal1,1.0751743914513023,-0.7420534902273538,0,1
normal1,1.124306927848954,-1.0583459814964904,0,1
normal1,-2.7492120636290114,2.864433773050961,0,1
normal1,0.6862655704945096,-0.0357529517199805,0,1
normal1,0.7510716591575,1.2676169999249172,0,1
normal1,-0.7257029940803884,0.3768680239037959,0,1
normal1,0.038146557899073674,-0.7997860655459323,0,1
normal1,0.19674245704751897,1.0919737783026062,0,1
normal1,-1.0607340130401068,-0.42166870541849955,0,1
normal1,-0.0060524207459225765,-0.37910240294131226,0,1
normal1,-0.7273655732200079,-0.614274721773864,0,1
normal1,0.5080883427958244,0.449082128446464,0,1
normal1,-1.9266840594583687,1.7599027711041177,0,1
normal1,0.6920228715840598,-0.5920089126452514,0,1
normal1,0.564906893798685,-1.3334143256804611,0,1
normal1,0.2552040703058455,0.3206554976068477,0,1
normal1,-0.2638353804275573,0.2739330523800184,0,1
normal1,0.5112891522873935,1.2673699964565515,0,1
normal1,0.785766743777174,-0.008145300906673592,0,1
normal1,0.8583505026943916,-0.9833843863595018,0,1
normal1,-0.7407897059833061,1.4471111983715295,0,1
normal1,0.3245908613166028,-0.2810213755051228,0,1
normal1,0.9835191133226233,-0.5155931393974036,0,1
normal1,-0.09884095898251888,-0.5080891771789713,0,1
normal1,-0.4134848208550188,-0.7550034878945442,0,1
normal1,-0.5499684606640352,1.3724698734715577,0,1
normal1,0.08013363160668718,0.2269029269880412,0,1
normal1,-1.3729103629744805,-0.06685089539526157,0,1
normal1,1.5318611978698076,0.6670620563138996,0,1
normal1,-0.025796189949717607,0.3456339816904527,0,1
normal1,-0.7511658944697026,-1.31353838967364,0,1
normal1,-1.1787067727100013,-1.0148832963542533,0,1
normal1,0.6971097519512166,-0.853705075301366,0,1
normal1,1.5669919024884371,-0.7033829518747988,0,1
normal1,-1.812366237715262,1.6469088182248237,0,1
normal1,-0.19384190360427078,0.8466162995512904,0,1
normal1,0.35722414504940425,-1.8100414273408882,0,1
normal1,0.932526537623971,-0.12604388192092497,0,1
normal1,0.8402000713374219,-1.2131116665461699,0,1
normal1,-2.2141506575217713,1.5943005829530792,0,1
normal1,-0.7578278974998431,1.5153380581956921,0,1
normal1,-0.19613998596618476,-0.6553846955399986,0,1
normal1,-0.09645486902162548,0.8443848399379316,0,1
normal1,0.0437090058734636,-0.6739488355274438,0,1
normal1,-0.135888907341235,-0.9607727257623173,0,1
normal1,1.1771715522664135,-0.18872862988320738,0,1
normal1,-0.03904386134097626,-1.0689511796386213,0,1
normal1,-1.1849613704047954,1.674494241617208,0,1
normal1,-0.10038696537564928,-0.19396642306131878,0,1
normal1,-0.20418814017095416,0.002350667882184604,0,1
normal1,0.002558688553355365,0.4246376977848465,0,1
normal1,-1.2014068553187376,0.9333039853209527,0,1
normal1,1.0621398502844164,0.1682910751394212,0,1
normal1,0.9276048417696887,-0.7914679695847244,0,1
normal1,-1.8640915283374027,1.0383006966722321,0,1
normal1,1.4691208776698987,0.7050037715594152,0,1
normal1,1.370156592259093,0.11776959509916174,0,1
normal1,1.6516127057672372,-0.4896751481702647,0,1
